date,Day,aircraft,helicopter,tank,APC,field artillery,MRL,drone,naval ship,anti-aircraft warfare,special equipment,vehicles and fuel tanks,cruise missiles,submarines
26-07-2022,153,222,189,1737,3959,880,258,722,15,117,75,2835,174,
25-07-2022,152,222,188,1730,3950,876,257,719,15,116,73,2832,174,
24-07-2022,151,221,188,1722,3942,869,255,714,15,113,73,2823,170,
23-07-2022,150,221,188,1708,3929,864,253,714,15,113,72,2820,167,
22-07-2022,149,221,188,1704,3920,863,251,713,15,113,72,2803,167,
21-07-2022,148,221,188,1704,3912,859,251,710,15,113,72,2781,167,
20-07-2022,147,221,188,1700,3905,856,250,703,15,113,70,2775,167,
19-07-2022,146,220,188,1691,3892,851,248,693,15,113,70,2767,167,
18-07-2022,145,220,188,1687,3886,849,248,690,15,113,70,2753,166,
17-07-2022,144,220,188,1684,3879,846,248,688,15,110,68,2746,166,
16-07-2022,143,220,188,1677,3874,846,247,687,15,109,68,2735,162,
15-07-2022,142,220,188,1672,3866,842,247,681,15,109,67,2731,155,
14-07-2022,141,219,188,1667,3832,840,247,681,15,109,67,2720,155,
13-07-2022,140,217,188,1649,3832,839,247,678,15,109,67,2704,155,
12-07-2022,139,217,188,1649,3829,838,247,676,15,109,66,2699,155,
11-07-2022,138,217,188,1645,3828,838,247,676,15,109,66,2696,155,
10-07-2022,137,217,188,1641,3823,834,247,676,15,108,66,2694,155,
09-07-2022,136,217,187,1638,3815,832,247,674,15,108,66,2687,155,
08-07-2022,135,217,187,1637,3811,828,247,669,15,107,66,2685,155,
07-07-2022,134,217,187,1602,3797,815,247,667,15,107,66,2665,155,
06-07-2022,133,217,187,1600,3789,806,247,664,15,107,65,2648,153,
05-07-2022,132,217,187,1594,3772,806,247,660,15,105,65,2634,144,
04-07-2022,131,217,187,1589,3744,804,246,658,15,105,65,2629,144,
03-07-2022,130,217,187,1584,3744,801,246,654,15,105,64,2618,144,
02-07-2022,129,217,186,1582,3737,800,246,653,15,105,61,2614,144,
01-07-2022,128,217,186,1577,3736,796,246,645,15,105,61,2610,143,
30-06-2022,127,217,185,1573,3726,790,246,641,14,104,61,2602,143,
29-06-2022,126,217,185,1572,3720,781,246,640,14,103,61,2598,142,
28-06-2022,125,217,185,1567,3704,778,243,636,14,102,61,2589,139,
27-06-2022,124,217,184,1552,3687,771,243,636,14,101,60,2575,139,
26-06-2022,123,217,184,1532,3659,764,243,630,14,99,60,2564,139,
25-06-2022,122,217,184,1511,3645,764,241,626,14,99,60,2560,137,
24-06-2022,121,216,183,1507,3637,759,241,622,14,99,60,2553,137,
23-06-2022,120,216,183,1504,3632,756,240,620,14,99,60,2548,137,
22-06-2022,119,216,182,1496,3614,752,239,614,14,99,60,2543,137,
21-06-2022,118,216,181,1496,3606,752,239,611,14,98,59,2537,137,
20-06-2022,117,216,181,1477,3588,749,238,601,14,98,55,2527,130,
19-06-2022,116,216,181,1468,3577,745,235,598,14,98,55,2523,130,
18-06-2022,115,216,180,1465,3573,739,233,594,14,98,55,2513,129,
17-06-2022,114,215,180,1456,3563,734,233,593,13,97,55,2496,129,
16-06-2022,113,213,179,1449,3545,729,233,591,13,97,55,2494,129,
15-06-2022,112,213,179,1440,3528,722,230,591,13,97,55,2485,129,
14-06-2022,111,213,179,1434,3503,721,229,588,13,97,54,2473,125,
13-06-2022,110,213,178,1432,3492,718,226,585,13,97,54,2460,125,
12-06-2022,109,212,178,1430,3484,715,226,582,13,97,54,2455,125,
11-06-2022,108,212,178,1419,3466,712,222,579,13,97,54,2448,125,
10-06-2022,107,212,178,1409,3450,712,222,572,13,97,54,2438,125,
09-06-2022,106,212,178,1398,3438,711,213,562,13,96,53,2421,125,
08-06-2022,105,212,178,1393,3429,703,213,559,13,96,53,2406,125,
07-06-2022,104,212,177,1390,3416,694,207,553,13,96,53,2405,125,
06-06-2022,103,211,176,1386,3400,690,207,551,13,96,53,2395,125,
05-06-2022,102,210,175,1381,3392,686,207,548,13,95,53,2360,122,
04-06-2022,101,210,175,1376,3379,680,207,540,13,95,52,2337,122,
03-06-2022,100,210,175,1367,3366,675,207,535,13,95,51,2329,121,
02-06-2022,99,210,175,1363,3354,661,207,521,13,95,51,2325,120,
01-06-2022,98,208,175,1361,3343,659,207,519,13,94,49,2290,120,
31-05-2022,97,208,174,1358,3302,649,207,515,13,93,48,2275,120,
30-05-2022,96,207,174,1349,3282,643,205,507,13,93,48,2258,118,
29-05-2022,95,207,174,1338,3270,631,203,504,13,93,48,2240,116,
28-05-2022,94,207,174,1330,3258,628,203,503,13,93,48,2226,116,
27-05-2022,93,206,170,1322,3246,623,201,503,13,93,48,2226,115,
26-05-2022,92,206,170,1315,3235,617,201,502,13,93,47,2225,114,
25-05-2022,91,206,170,1305,3213,606,201,491,13,93,44,2217,112,
24-05-2022,90,205,170,1302,3194,606,201,480,13,93,43,2213,112,
23-05-2022,89,204,170,1293,3166,604,201,476,13,93,43,2206,110,
22-05-2022,88,204,170,1285,3141,599,201,470,13,93,43,2194,107,
21-05-2022,87,204,169,1278,3116,596,201,462,13,93,43,2178,104,
20-05-2022,86,204,168,1263,3090,596,200,460,13,93,43,2162,103,
19-05-2022,85,203,167,1254,3063,595,199,455,13,93,43,2157,103,
18-05-2022,84,202,167,1251,3043,586,199,441,13,91,43,2137,102,
17-05-2022,83,201,167,1235,3009,578,198,436,13,90,43,2109,97,
16-05-2022,82,200,165,1228,2974,577,195,427,13,89,42,2101,97,
15-05-2022,81,200,164,1220,2958,555,195,416,13,89,42,2087,95,
14-05-2022,80,200,163,1218,2934,551,195,411,13,88,42,2059,95,
13-05-2022,79,200,162,1205,2900,542,193,405,13,88,41,2042,95,
12-05-2022,78,199,161,1195,2873,534,191,398,13,87,41,2019,94,
11-05-2022,77,199,160,1187,2856,528,185,390,12,87,41,1997,94,
10-05-2022,76,199,158,1170,2808,519,185,380,12,87,41,1980,94,
09-05-2022,75,199,158,1145,2764,513,185,377,12,87,41,1970,94,
08-05-2022,74,199,156,1130,2741,509,179,360,12,86,39,1961,92,
07-05-2022,73,199,155,1122,2713,509,172,341,11,84,38,1934,90,
06-05-2022,72,199,155,1110,2686,502,171,324,11,83,38,1926,90,
05-05-2022,71,196,155,1092,2651,499,169,312,10,83,38,1907,89,
04-05-2022,70,194,155,1077,2610,491,163,303,10,81,38,1867,87,
03-05-2022,69,194,155,1062,2567,475,162,291,10,80,38,1843,84,
02-05-2022,68,194,155,1048,2519,459,152,271,8,80,38,1824,84,
01-05-2022,67,192,155,1026,2471,451,151,245,8,80,32,1796,84,
30-04-2022,66,190,155,1008,2445,436,151,232,8,77,32,,,
29-04-2022,65,189,155,986,2418,435,151,229,8,73,31,,,
28-04-2022,64,187,155,970,2389,431,151,215,8,72,31,,,
27-04-2022,63,185,155,939,2342,421,149,207,8,71,31,,,
26-04-2022,62,184,154,918,2308,416,149,205,8,69,31,,,
25-04-2022,61,181,154,884,2258,411,149,201,8,69,28,,,
24-04-2022,60,179,154,873,2238,408,147,191,8,69,28,,,
23-04-2022,59,177,154,854,2205,403,143,182,8,69,27,,,
22-04-2022,58,176,153,838,2162,397,138,172,8,69,27,,,
21-04-2022,57,172,151,829,2118,393,136,166,8,67,27,,,
20-04-2022,56,171,150,815,2087,391,136,165,8,67,27,,,
19-04-2022,55,169,150,802,2063,386,132,158,8,67,27,,,
18-04-2022,54,167,147,790,2041,381,130,155,8,67,27,,,
17-04-2022,53,165,146,773,2002,376,127,148,8,66,27,,,
16-04-2022,52,163,145,762,1982,371,125,138,8,66,26,,,
15-04-2022,51,163,144,756,1976,366,122,135,8,66,25,,,
14-04-2022,50,160,144,753,1968,366,122,134,7,64,25,,,
13-04-2022,49,158,143,739,1964,358,115,132,7,64,25,,,
12-04-2022,48,157,140,732,1946,349,111,124,7,63,25,,,
11-04-2022,47,154,137,725,1923,347,111,119,7,55,25,,,
10-04-2022,46,152,137,722,1911,342,108,112,7,55,25,,,
09-04-2022,45,151,136,705,1895,335,108,112,7,55,25,,,
08-04-2022,44,150,135,700,1891,333,108,112,7,55,25,,,
07-04-2022,43,150,135,698,1891,332,108,111,7,55,25,,,
06-04-2022,42,150,135,684,1861,332,107,96,7,55,25,,,
05-04-2022,41,150,134,676,1858,332,107,94,7,55,25,,,
04-04-2022,40,147,134,647,1844,330,107,91,7,54,25,,,
03-04-2022,39,143,134,644,1830,325,105,89,7,54,24,,,
02-04-2022,38,143,134,631,1776,317,100,87,7,54,24,,,
01-04-2022,37,143,131,625,1751,316,96,85,7,54,24,,,
31-03-2022,36,135,131,614,1735,311,96,83,7,54,22,,,
30-03-2022,35,131,131,605,1723,305,96,81,7,54,21,,,
29-03-2022,34,127,129,597,1710,303,96,71,7,54,21,,,
28-03-2022,33,123,127,586,1694,302,95,66,7,54,21,,,
27-03-2022,32,121,127,582,1664,294,93,56,7,52,21,,,
26-03-2022,31,117,127,575,1640,293,91,56,7,51,19,,,
25-03-2022,30,115,125,561,1625,291,90,53,5,49,18,,,
24-03-2022,29,108,124,530,1597,280,82,50,4,47,16,,,
23-03-2022,28,101,124,517,1578,267,80,42,4,47,15,,,
22-03-2022,27,99,123,509,1556,252,80,35,3,45,15,,,
21-03-2022,26,97,121,498,1535,240,80,24,3,45,13,,,
20-03-2022,25,96,118,476,1487,230,74,21,3,44,12,,,
19-03-2022,24,95,115,466,1470,213,72,17,3,44,11,,,
18-03-2022,23,93,112,450,1448,205,72,12,3,43,11,,,
17-03-2022,22,86,108,444,1435,201,72,11,3,43,10,,,
16-03-2022,21,84,108,430,1375,190,70,11,3,43,10,,,
15-03-2022,20,81,95,404,1279,150,64,9,3,36,,,,
14-03-2022,19,77,90,389,1249,150,64,8,3,34,,,,
13-03-2022,18,74,86,374,1226,140,62,7,3,34,,,,
12-03-2022,17,58,83,362,1205,135,62,7,3,33,,,,
11-03-2022,16,57,83,353,1165,125,58,7,3,31,,,,
10-03-2022,15,49,81,335,1105,123,56,7,3,29,,,,
09-03-2022,14,49,81,317,1070,120,56,7,3,28,,,,
08-03-2022,13,48,80,303,1036,120,56,7,3,27,,,,
07-03-2022,12,46,68,290,999,117,50,7,3,23,,,,
06-03-2022,11,44,48,285,985,109,50,4,2,21,,,,
05-03-2022,10,39,40,269,945,105,50,3,2,19,,,,
04-03-2022,9,33,37,251,939,105,50,3,2,18,,,,
03-03-2022,8,30,31,217,900,90,42,3,2,11,,,,
02-03-2022,7,30,31,211,862,85,40,3,2,9,,,,
01-03-2022,6,29,29,198,846,77,24,3,2,7,,,,
28-02-2022,5,29,29,150,816,74,21,3,2,5,,,,
27-02-2022,4,27,26,150,706,50,4,2,2,0,,,,
26-02-2022,3,27,26,146,706,49,4,2,2,0,,,,
25-02-2022,2,10,7,80,516,49,4,0,2,0,,,,
